Signal,key,event,eventChannel,name,description,domain,interval,dataType,unitsType,displayRes
f1,s1,1,1,/Channel/!SPARP/actLineNumber [u1  1],Line number of current NC instruction (start:1),NCU_1,0.004,integer,none,0
f2,s2,1,1,/Channel/!SGA/actToolEdgeCenterPos [u1  1],Center point of a cutting edge,NCU_1,0.004,double,posn,5
f3,s3,1,1,/Channel/!SGA/actToolEdgeCenterPos [u1  2],Center point of a cutting edge,NCU_1,0.004,double,posn,5
f4,s4,1,1,/Channel/!SGA/actToolEdgeCenterPos [u1  3],Center point of a cutting edge,NCU_1,0.004,double,posn,5
f5,s5,1,1,/Channel/!SGA/actToolEdgeCenterPos [u1  4],Center point of a cutting edge,NCU_1,0.004,double,posn,5
f6,s6,1,1,/Channel/!SGA/actToolEdgeCenterPos [u1  5],Center point of a cutting edge,NCU_1,0.004,double,posn,5
f7,s7,1,1,/Channel/!S/acVactB [u1  1],Path veloc. in basic coordinate system,NCU_1,0.004,double,velo,5
,,,,,,,,,,
time,f1\s1,f2\s2,f3\s3,f4\s4,f5\s5,f6\s6,f7\s7,,,
1.564,50,0,0,-347.51602,0,0,44213.96881,,,
1.568,50,0,0,-344.49642,0,0,46373.96881,,,
1.572,50,0,0,-341.33282,0,0,48533.96881,,,
1.576,50,0,0,-338.02523,0,0,50693.96881,,,
1.58,50,0,0,-334.57363,0,0,52853.96881,,,
1.584,50,0,0,-330.97892,0,0,54973.74485,,,
1.588,50,0,0,-327.24565,0,0,57010.09694,,,
1.592,50,0,0,-323.3795,0,0,58960.04903,,,
1.596,50,0,0,-319.38623,0,0,60823.60112,,,
1.6,50,0,0,-315.2716,0,0,62600.75321,,,
1.604,50,0,0,-311.04138,0,0,64291.5053,,,
1.608,50,0,0,-306.70132,0,0,65895.85739,,,
1.612,50,0,0,-302.25719,0,0,67413.80947,,,
1.616,50,0,0,-297.71474,0,0,68845.36156,,,
1.62,50,0,0,-293.07973,0,0,70190.51365,,,
1.624,50,0,0,-288.35792,0,0,71449.26574,,,
1.628,50,0,0,-283.55508,0,0,72621.61783,,,
1.632,50,0,0,-278.67696,0,0,73707.56992,,,
1.636,50,0,0,-273.72932,0,0,74707.12201,,,
1.64,50,0,0,-268.71793,0,0,75620.27409,,,
1.644,50,0,0,-263.64854,0,0,76447.02618,,,
1.648,50,0,0,-258.52691,0,0,77187.37827,,,
1.652,50,0,0,-253.35881,0,0,77841.33036,,,
1.656,50,0,0,-248.14999,0,0,78408.88245,,,
1.66,50,0,0,-242.90621,0,0,78890.03454,,,
1.664,50,0,0,-237.63324,0,0,79284.78663,,,
1.668,50,0,0,-232.33683,0,0,79593.13871,,,
1.672,50,0,0,-227.02274,0,0,79815.0908,,,
1.676,50,0,0,-221.69673,0,0,79950.64289,,,
1.68,50,0,0,-216.36457,0,0,79999.79498,,,
1.684,50,0,0,-211.03124,0,0,80000,,,
1.688,50,0,0,-205.69791,0,0,80000,,,
1.692,50,0,0,-200.36457,0,0,80000,,,
1.696,50,0,0,-195.03124,0,0,80000,,,
1.7,50,0,0,-189.69791,0,0,80000,,,
1.704,50,0,0,-184.36457,0,0,80000,,,
1.708,50,0,0,-179.03124,0,0,80000,,,
1.712,50,0,0,-173.69791,0,0,80000,,,
1.716,50,0,0,-168.36457,0,0,80000,,,
1.72,50,0,0,-163.03133,0,0,79991.24573,,,
1.724,50,0,0,-157.70083,0,0,79909.15181,,,
1.728,50,0,0,-152.37869,0,0,79740.65788,,,
1.732,50,0,0,-147.07067,0,0,79485.76396,,,
1.736,50,0,0,-141.78251,0,0,79144.47003,,,
1.74,50,0,0,-136.51999,0,0,78716.77611,,,
1.744,50,0,0,-131.28886,0,0,78202.68219,,,
1.748,50,0,0,-126.09489,0,0,77602.18826,,,
1.752,50,0,0,-120.94382,0,0,76915.29434,,,
1.756,50,0,0,-115.84143,0,0,76142.00041,,,
1.76,50,0,0,-110.79348,0,0,75282.30649,,,
1.764,50,0,0,-105.80571,0,0,74336.21256,,,
1.768,50,0,0,-100.8839,0,0,73303.71864,,,
1.772,50,0,0,-96.0338,0,0,72184.82471,,,
1.776,50,0,0,-91.26118,0,0,70979.53079,,,
1.78,50,0,0,-86.57179,0,0,69687.83687,,,
1.784,50,0,0,-81.97139,0,0,68309.74294,,,
1.788,50,0,0,-77.46574,0,0,66845.24902,,,
1.792,50,0,0,-73.06061,0,0,65294.35509,,,
1.796,50,0,0,-68.76175,0,0,63657.06117,,,
1.8,50,0,0,-64.57492,0,0,61933.36724,,,
1.804,50,0,0,-60.50588,0,0,60123.27332,,,
1.808,50,0,0,-56.5604,0,0,58226.77939,,,
1.812,50,0,0,-52.74423,0,0,56243.88547,,,
1.816,50,0,0,-49.06314,0,0,54174.59155,,,
1.82,50,0,0,-45.52279,0,0,52027.65189,,,
1.824,50,0,0,-42.12628,0,0,49867.65189,,,
1.828,50,0,0,-38.87377,0,0,47707.65189,,,
1.832,50,0,0,-35.76526,0,0,45547.65189,,,
1.836,50,0,0,-32.80075,0,0,43387.65189,,,
1.84,50,0,0,-29.98024,0,0,41227.65189,,,
1.844,50,0,0,-27.30373,0,0,39067.65189,,,
1.848,50,0,0,-24.77122,0,0,36907.65189,,,
1.852,50,0,0,-22.38271,0,0,34747.65189,,,
1.856,50,0,0,-20.1382,0,0,32587.65189,,,
1.86,50,0,0,-18.03769,0,0,30427.65189,,,
1.864,50,0,0,-16.08118,0,0,28267.65189,,,
1.868,50,0,0,-14.2686,0,0,26115.0249,,,
1.872,50,0,0,-12.59745,0,0,24033.91882,,,
1.876,50,0,0,-11.06215,0,0,22039.21275,,,
1.88,50,0,0,-9.65696,0,0,20130.90667,,,
1.884,50,0,0,-8.37611,0,0,18309.0006,,,
1.888,50,0,0,-7.21384,0,0,16573.49452,,,
1.892,50,0,0,-6.16439,0,0,14924.38845,,,
1.896,50,0,0,-5.22201,0,0,13361.68237,,,
1.9,50,0,0,-4.38092,0,0,11885.37629,,,
1.904,50,0,0,-3.63537,0,0,10495.47022,,,
1.908,50,0,0,-2.9796,0,0,9191.964143,,,
1.912,50,0,0,-2.40785,0,0,7974.858068,,,
1.916,50,0,0,-1.91437,0,0,6844.151992,,,
1.92,50,0,0,-1.49338,0,0,5799.845917,,,
1.924,50,0,0,-1.13913,0,0,4841.939841,,,
1.928,50,0,0,-0.84587,0,0,3970.433766,,,
1.932,50,0,0,-0.60782,0,0,3185.32769,,,
1.936,50,0,0,-0.41924,0,0,2486.621615,,,
1.94,50,0,0,-0.27435,0,0,1874.315539,,,
1.944,50,0,0,-0.16741,0,0,1348.409464,,,
1.948,50,0,0,-0.09265,0,0,908.9033882,,,
1.952,50,0,0,-0.0443,0,0,555.7973127,,,
1.956,50,0,0,-0.01662,0,0,289.0912372,,,
1.96,50,0,0,-0.00384,0,0,108.7851617,,,
1.964,50,0,0,-0.00019,0,0,14.87908619,,,
1.968,50,0,0,0,0,0,0,,,
1.972,50,0,0,0,0,0,0,,,
1.976,50,0,0,0,0,0,0,,,
1.98,50,0,0,0,0,0,0,,,
1.984,50,0,0,0,0,0,0,,,
1.988,50,0,0,0,0,0,0,,,
1.992,50,0,0,0,0,0,0,,,
1.996,50,0,0,0,0,0,0,,,
2,-2,0,0,0,0,0,0,,,
2.004,-2,0,0,0,0,0,0,,,
2.008,-2,0,0,0,0,0,0,,,
2.012,-2,0,0,0,0,0,0,,,
2.016,-2,338.987,71.504,180.838,0,0,0,,,
2.02,-2,338.987,71.504,180.838,0,0,0,,,
2.024,-2,338.987,71.504,180.838,0,0,0,,,
2.028,-2,338.987,71.504,180.838,0,0,0,,,
2.032,-2,338.987,71.504,180.838,0,0,0,,,
2.036,-2,338.987,71.504,180.838,0,0,0,,,
2.04,-2,338.987,71.504,180.838,0,0,0,,,
2.044,-2,338.987,71.504,180.838,0,0,0,,,
2.048,-2,338.987,71.504,180.838,0,0,0,,,
2.052,-2,338.987,71.504,180.838,0,0,0,,,
2.056,-2,338.987,71.504,180.838,0,0,0,,,
2.06,-2,338.987,71.504,180.838,0,0,0,,,
2.064,-2,338.987,71.504,180.838,0,0,0,,,
2.068,-2,338.987,71.504,180.838,0,0,0,,,
2.072,-2,338.987,71.504,180.838,0,0,0,,,
2.076,52,338.987,71.504,180.838,0,0,0,,,
2.08,-2,338.987,71.504,180.838,0,0,0,,,
2.084,-2,338.987,71.504,180.838,0,0,0,,,
2.088,-2,338.987,71.504,180.838,0,0,0,,,
2.092,-2,338.987,71.504,180.838,0,0,0,,,
2.096,-2,338.987,71.504,180.838,0,0,0,,,
2.1,-2,338.987,71.504,180.838,0,0,0,,,
2.104,-2,338.987,71.504,180.838,0,0,0,,,
2.108,-2,338.987,71.504,180.838,0,0,0,,,
2.112,-2,338.987,71.504,180.838,0,0,0,,,
2.116,-2,338.987,71.504,180.838,0,0,0,,,
2.12,-2,338.987,71.504,180.838,0,0,0,,,
2.124,-2,338.987,71.504,180.838,0,0,0,,,
2.128,-2,338.987,71.504,180.838,0,0,0,,,
2.132,-2,338.987,71.504,180.838,0,0,0,,,
2.136,-2,338.987,71.504,180.838,0,0,0,,,
2.14,-2,338.987,71.504,180.838,0,0,0,,,
2.144,-2,338.987,71.504,180.838,0,0,0,,,
2.148,-2,338.987,71.504,180.838,0,0,0,,,
2.152,-2,338.987,71.504,180.838,0,0,0,,,
2.156,-2,338.987,71.504,180.838,0,0,0,,,
2.16,-2,338.987,71.504,180.838,0,0,0,,,
2.164,-2,338.987,71.504,180.838,0,0,0,,,
2.168,-2,338.987,71.504,180.838,0,0,0,,,
2.172,-2,338.987,71.504,180.838,0,0,0,,,
2.176,-2,338.987,71.504,180.838,0,0,0,,,
2.18,-2,338.987,71.504,180.838,0,0,0,,,
2.184,-2,338.987,71.504,180.838,0,0,0,,,
2.188,-2,338.987,71.504,180.838,0,0,0,,,
2.192,-2,338.987,71.504,180.838,0,0,0,,,
2.196,-2,338.987,71.504,180.838,0,0,0,,,
2.2,-2,338.987,71.504,180.838,0,0,0,,,
2.204,-2,338.987,71.504,180.838,0,0,0,,,
2.208,-2,338.987,71.504,180.838,0,0,0,,,
2.212,-2,338.987,71.504,180.838,0,0,0,,,
2.216,-2,338.987,71.504,180.838,0,0,0,,,
2.22,-2,338.987,71.504,180.838,0,0,0,,,
2.224,58,338.987,71.504,180.838,0,0,0,,,
2.228,58,338.987,71.504,180.838,0,0,0,,,
2.232,58,338.987,71.504,180.838,0,0,0,,,
2.236,58,338.987,71.504,180.838,0,0,0,,,
2.24,58,338.987,71.504,180.838,0,0,0,,,
2.244,58,338.987,71.504,180.838,0,0,0,,,
2.248,58,338.987,71.504,180.838,0,0,0,,,
2.252,58,338.987,71.504,180.838,0,0,0,,,
2.256,58,338.987,71.504,180.838,0,0,0,,,
2.26,58,338.987,71.504,180.838,0,0,0,,,
2.264,58,338.987,71.504,180.838,0,0,0,,,
2.268,58,338.987,71.504,180.838,0,0,0,,,
2.272,58,338.987,71.504,180.838,0,0,0,,,
2.276,58,338.987,71.504,180.838,0,0,0,,,
2.28,58,338.987,71.504,180.838,0,0,0,,,
2.284,58,338.987,71.504,180.838,0,0,0,,,
2.288,58,338.987,71.504,180.838,0,0,0,,,
2.292,58,338.987,71.504,180.838,0,0,0,,,
2.296,58,338.987,71.504,180.838,0,0,0,,,
2.3,58,338.987,71.504,180.838,0,0,0,,,
2.304,58,338.987,71.504,180.838,0,0,0,,,
2.308,58,338.987,71.504,180.838,0,0,0,,,
2.312,58,338.987,71.504,180.838,0,0,0,,,
2.316,58,338.987,71.504,180.838,0,0,0,,,
2.32,58,338.987,71.504,180.838,0,0,0,,,
2.324,58,338.987,71.504,180.838,0,0,0,,,
2.328,58,338.987,71.504,180.838,0,0,0,,,
2.332,58,338.987,71.504,180.838,0,0,0,,,
2.336,58,338.987,71.504,180.838,0,0,0,,,
2.34,58,338.987,71.504,180.838,0,0,0,,,
2.344,58,338.987,71.504,180.838,0,0,0,,,
2.348,58,338.987,71.504,180.838,0,0,0,,,
2.352,58,338.987,71.504,180.838,0,0,0,,,
2.356,58,338.987,71.504,180.838,0,0,0,,,
2.36,58,338.987,71.504,180.838,0,0,0,,,
2.364,58,338.987,71.504,180.838,0,0,0,,,
2.368,58,338.987,71.504,180.838,0,0,0,,,
2.372,58,338.987,71.504,180.838,0,0,0,,,
2.376,58,338.987,71.504,180.838,0,0,0,,,
2.38,58,338.987,71.504,180.838,0,0,0,,,
2.384,58,338.987,71.504,180.838,0,0,0,,,
2.388,58,338.987,71.504,180.838,0,0,0,,,
2.392,58,338.987,71.504,180.838,0,0,0,,,
2.396,58,338.987,71.504,180.838,0,0,0,,,
2.4,58,338.987,71.504,180.838,0,0,0,,,
2.404,58,338.987,71.504,180.838,0,0,0,,,
2.408,58,338.987,71.504,180.838,0,0,0,,,
2.412,58,338.987,71.504,180.838,0,0,0,,,
2.416,58,338.987,71.504,180.838,0,0,0,,,
2.42,58,338.987,71.504,180.838,0,0,0,,,
2.424,58,338.987,71.504,180.838,0,0,0,,,
2.428,58,338.987,71.504,180.838,0,0,0,,,
2.432,58,338.987,71.504,180.838,0,0,0,,,
2.436,58,338.987,71.504,180.838,0,0,0,,,
2.44,58,338.987,71.504,180.838,0,0,0,,,
2.444,58,338.987,71.504,180.838,0,0,0,,,
2.448,58,338.987,71.504,180.838,0,0,0,,,
2.452,58,338.987,71.504,180.838,0,0,0,,,
2.456,58,338.987,71.504,180.838,0,0,0,,,
2.46,58,338.987,71.504,180.838,0,0,0,,,
2.464,58,338.987,71.504,180.838,0,0,0,,,
2.468,58,338.987,71.504,180.838,0,0,0,,,
2.472,58,338.987,71.504,180.838,0,0,0,,,
2.476,58,338.987,71.504,180.838,0,0,0,,,
2.48,58,338.987,71.504,180.838,0,0,0,,,
2.484,58,338.987,71.504,180.838,0,0,0,,,
2.488,58,338.987,71.504,180.838,0,0,0,,,
2.492,58,338.987,71.504,180.838,0,0,0,,,
2.496,58,338.987,71.504,180.838,0,0,0,,,
2.5,58,338.987,71.504,180.838,0,0,0,,,
2.504,58,338.987,71.504,180.838,0,0,0,,,
2.508,58,338.987,71.504,180.83768,0,0,14.4,,,
2.512,58,338.987,71.504,180.83544,0,0,57.6,,,
2.516,58,338.987,71.504,180.82936,0,0,129.6,,,
2.52,58,338.987,71.504,180.81752,0,0,230.4,,,
2.524,58,338.987,71.504,180.798,0,0,360,,,
2.528,58,338.987,71.504,180.76888,0,0,518.4,,,
2.532,58,338.987,71.504,180.72824,0,0,705.6,,,
2.536,58,338.987,71.504,180.67416,0,0,921.6,,,
2.54,58,338.987,71.504,180.60472,0,0,1166.4,,,
2.544,58,338.987,71.504,180.518,0,0,1440,,,
2.548,58,338.987,71.504,180.41219,0,0,1733.527651,,,
2.552,58,338.987,71.504,180.28745,0,0,2003.957438,,,
2.556,58,338.987,71.504,180.14564,0,0,2245.587224,,,
2.56,58,338.987,71.504,179.98867,0,0,2458.417011,,,
2.564,58,338.987,71.504,179.81849,0,0,2642.446797,,,
2.568,58,338.987,71.504,179.63699,0,0,2797.676584,,,
2.572,58,338.987,71.504,179.4461,0,0,2924.10637,,,
2.576,58,338.987,71.504,179.24775,0,0,3021.736157,,,
2.58,58,338.987,71.504,179.04384,0,0,3090.565943,,,
2.584,58,338.987,71.504,178.83631,0,0,3130.59573,,,
2.588,58,338.987,71.504,178.62707,0,0,3142,,,
2.592,58,338.987,71.504,178.4176,0,0,3142,,,
2.596,58,338.987,71.504,178.20814,0,0,3142,,,
2.6,58,338.987,71.504,177.99881,0,0,3133.606946,,,
2.604,58,338.987,71.504,177.79096,0,0,3097.21968,,,
2.608,58,338.987,71.504,177.58649,0,0,3032.032413,,,
2.612,58,338.987,71.504,177.38733,0,0,2938.045146,,,
2.616,58,338.987,71.504,177.19539,0,0,2815.25788,,,
2.62,58,338.987,71.504,177.0126,0,0,2663.670613,,,
2.624,58,338.987,71.504,176.84088,0,0,2483.283346,,,
2.628,58,338.987,71.504,176.6821,0,0,2278.205558,,,
2.632,58,338.987,71.504,176.53663,0,0,2090.776323,,,
2.636,58,338.987,71.504,176.40269,0,0,1932.147088,,,
2.64,58,338.987,71.504,176.27837,0,0,1802.317853,,,
2.644,58,338.987,71.504,176.16174,0,0,1701.288618,,,
2.648,58,338.987,71.504,176.05089,0,0,1629.059383,,,
2.652,58,338.987,71.504,175.94389,0,0,1585.630147,,,
2.656,58,338.987,71.504,175.83883,0,0,1571.000912,,,
2.66,59,338.987,71.504,175.7341,0,0,1571,,,
2.664,59,338.987,71.504,175.62937,0,0,1571,,,
2.668,59,338.987,71.504,175.52463,0,0,1571,,,
2.672,59,338.987,71.504,175.4199,0,0,1571,,,
2.676,59,338.987,71.504,175.31517,0,0,1571,,,
2.68,59,338.987,71.504,175.21043,0,0,1571,,,
2.684,59,338.987,71.504,175.1057,0,0,1571,,,
2.688,59,338.987,71.504,175.00097,0,0,1571,,,
2.692,59,338.987,71.504,174.89623,0,0,1571,,,
2.696,59,338.987,71.504,174.7915,0,0,1571,,,
2.7,59,338.987,71.504,174.68677,0,0,1571,,,
2.704,59,338.987,71.504,174.58203,0,0,1571,,,
2.708,59,338.987,71.504,174.4773,0,0,1571,,,
2.712,59,338.987,71.504,174.37257,0,0,1571,,,
2.716,59,338.987,71.504,174.26783,0,0,1571,,,
2.72,59,338.987,71.504,174.1631,0,0,1571,,,
2.724,59,338.987,71.504,174.05837,0,0,1571,,,
2.728,59,338.987,71.504,173.95363,0,0,1571,,,
2.732,59,338.987,71.504,173.8489,0,0,1571,,,
2.736,59,338.987,71.504,173.74417,0,0,1571,,,
2.74,59,338.987,71.504,173.63943,0,0,1571,,,
2.744,59,338.987,71.504,173.5347,0,0,1571,,,
2.748,59,338.987,71.504,173.42997,0,0,1571,,,
2.752,59,338.987,71.504,173.32523,0,0,1571,,,
2.756,59,338.987,71.504,173.2205,0,0,1571,,,
2.76,59,338.987,71.504,173.11577,0,0,1571,,,
2.764,59,338.987,71.504,173.01103,0,0,1571,,,
2.768,59,338.987,71.504,172.9063,0,0,1571,,,
2.772,59,338.987,71.504,172.80157,0,0,1571,,,
2.776,59,338.987,71.504,172.69683,0,0,1571,,,
2.78,59,338.987,71.504,172.5921,0,0,1571,,,
2.784,59,338.987,71.504,172.48737,0,0,1571,,,
2.788,59,338.987,71.504,172.38263,0,0,1571,,,
2.792,59,338.987,71.504,172.2779,0,0,1571,,,
2.796,59,338.987,71.504,172.17317,0,0,1571,,,
2.8,59,338.987,71.504,172.06843,0,0,1571,,,
2.804,59,338.987,71.504,171.9637,0,0,1571,,,
2.808,59,338.987,71.504,171.85897,0,0,1571,,,
2.812,59,338.987,71.504,171.75423,0,0,1571,,,
2.816,59,338.987,71.504,171.64954,0,0,1567.610264,,,
2.82,59,338.987,71.504,171.54582,0,0,1539.237117,,,
2.824,59,338.987,71.504,171.44495,0,0,1482.063971,,,
2.828,59,338.987,71.504,171.34885,0,0,1396.090825,,,
2.832,59,338.987,71.504,171.25944,0,0,1281.317678,,,
2.836,59,338.987,71.504,171.17864,0,0,1137.744532,,,
2.84,59,338.987,71.504,171.10838,0,0,965.3713856,,,
2.844,59,338.987,71.504,171.0502,0,0,783.7527208,,,
2.848,59,338.987,71.504,171.00332,0,0,626.7441304,,,
2.852,59,338.987,71.504,170.96607,0,0,494.9456067,,,
2.856,59,338.987,71.504,170.93677,0,0,388.3571498,,,
2.86,59,338.987,71.504,170.91373,0,0,306.9787597,,,
2.864,59,338.987,71.504,170.89535,0,0,244.5615055,,,
2.868,59,338.987,71.504,170.8811,0,0,187.5618931,,,
2.872,59,338.987,71.504,170.8697,0,0,159.3313959,,,
2.876,59,338.98703,71.50395,170.85927,0,0,155.3015986,,,
2.88,59,338.98768,71.50282,170.84941,0,0,137.764103,,,
2.884,59,338.98981,71.49917,170.84245,0,0,114.1689975,,,
2.888,59,338.99332,71.49314,170.83905,0,0,125.9044451,,,
2.892,59,338.99795,71.4852,170.83804,0,0,151.9748025,,,
2.896,62,339.00336,71.47589,170.838,0,0,170.3639233,,,
2.9,62,339.00948,71.46539,170.838,0,0,196.121144,,,
2.904,62,339.01664,71.45308,170.838,0,0,232.9783648,,,
2.908,62,339.02523,71.43833,170.838,0,0,280.9355855,,,
2.912,62,339.03561,71.4205,170.838,0,0,339.9928062,,,
2.916,62,339.04816,71.39894,170.838,0,0,410.150027,,,
2.92,62,339.06325,71.37302,170.838,0,0,491.4072477,,,
2.924,62,339.08125,71.34211,170.838,0,0,583.7644684,,,
2.928,62,339.10254,71.30555,170.838,0,0,687.2216892,,,
2.932,62,339.12748,71.2627,170.838,0,0,801.7789099,,,
2.936,62,339.15645,71.21294,170.838,0,0,927.4361306,,,
2.94,62,339.18982,71.15563,170.838,0,0,1064.193351,,,
2.944,62,339.22796,71.09011,170.838,0,0,1211.408834,,,
2.948,62,339.27102,71.01616,170.838,0,0,1353.928155,,,
2.952,62,339.31867,70.93431,170.838,0,0,1485.347476,,,
2.956,62,339.37054,70.84522,170.838,0,0,1605.666798,,,
2.96,62,339.42626,70.74951,170.838,0,0,1714.886119,,,
2.964,62,339.48545,70.64783,170.838,0,0,1813.00544,,,
2.968,62,339.54776,70.54081,170.838,0,0,1900.024761,,,
2.972,62,339.61279,70.4291,170.838,0,0,1975.944083,,,
2.976,62,339.68019,70.31334,170.838,0,0,2040.763404,,,
2.98,62,339.74957,70.19416,170.838,0,0,2094.482725,,,
2.984,62,339.82057,70.07221,170.838,0,0,2137.102046,,,
2.988,62,339.89281,69.94812,170.838,0,0,2168.621367,,,
2.992,62,339.96593,69.82254,170.838,0,0,2189.040689,,,
2.996,62,340.03954,69.6961,170.838,0,0,2198.36001,,,
3,62,340.1133,69.56941,170.838,0,0,2199,,,
3.004,62,340.18706,69.44272,170.838,0,0,2199,,,
3.008,62,340.26082,69.31602,170.838,0,0,2199,,,
3.012,62,340.33457,69.18933,170.838,0,0,2199,,,
3.016,62,340.40833,69.06264,170.838,0,0,2199,,,
3.02,62,340.48209,68.93594,170.838,0,0,2199,,,
3.024,62,340.55585,68.80925,170.838,0,0,2198.971102,,,
3.028,62,340.62953,68.68269,170.838,0,0,2192.620141,,,
3.032,62,340.70282,68.55681,170.838,0,0,2175.169181,,,
3.036,62,340.77533,68.43226,170.838,0,0,2146.618221,,,
3.04,62,340.8467,68.30968,170.838,0,0,2106.96726,,,
3.044,62,340.91655,68.18969,170.838,0,0,2056.2163,,,
3.048,62,340.98451,68.07296,170.838,0,0,1994.365339,,,
3.052,62,341.05022,67.9601,170.838,0,0,1921.414379,,,
3.056,62,341.11329,67.85177,170.838,0,0,1837.363418,,,
3.06,62,341.17335,67.7486,170.838,0,0,1742.212458,,,
3.064,62,341.23004,67.65123,170.838,0,0,1635.961497,,,
3.068,62,341.28298,67.5603,170.838,0,0,1518.610537,,,
3.072,62,341.33179,67.47646,170.838,0,0,1390.159577,,,
3.076,62,341.37611,67.40033,170.838,0,0,1250.608616,,,
3.08,62,341.41557,67.33256,170.838,0,0,1101.143269,,,
3.084,62,341.45007,67.2733,170.838,0,0,957.7477352,,,
3.088,62,341.47994,67.22199,170.838,0,0,825.4522016,,,
3.092,62,341.50556,67.17797,170.838,0,0,704.256668,,,
3.096,62,341.52731,67.14062,170.838,0,0,594.1611345,,,
3.1,62,341.54555,67.1093,170.838,0,0,495.1656009,,,
3.104,62,341.56065,67.08335,170.838,0,0,407.2700673,,,
3.108,62,341.57299,67.06215,170.838,0,0,330.4745338,,,
3.112,62,341.58294,67.04506,170.838,0,0,264.7790002,,,
3.116,62,341.59088,67.03143,170.838,0,0,210.1834666,,,
3.12,62,341.59717,67.02063,170.838,0,0,166.687933,,,
3.124,62,341.60218,67.01201,170.838,0,0,133.5503246,,,
3.128,62,341.60612,67.00525,170.838,0,0,102.9923216,,,
3.132,62,341.60922,66.99993,170.838,0,0,83.1991627,,,
3.136,62,341.61187,66.99558,170.838,0,0,68.56681275,,,
3.14,62,341.6148,66.99283,170.838,0,0,56.31404375,,,
3.144,62,341.61864,66.99258,170.838,0,0,63.34916111,,,
3.148,62,341.62304,66.9946,170.838,0,0,83.26833501,,,
3.152,68,341.62839,66.99766,170.838,0,0,104.5003265,,,
3.156,68,341.63551,67.00173,170.838,0,0,144.7189499,,,
3.16,68,341.6454,67.00739,170.838,0,0,198.7722692,,,
3.164,68,341.65886,67.01508,170.838,0,0,269.5936134,,,
3.168,68,341.67698,67.02544,170.838,0,0,359.7675979,,,
3.172,68,341.7008,67.03904,170.838,0,0,461.9268367,,,
3.176,68,341.73013,67.05576,170.838,0,0,547.5794659,,,
3.18,68,341.76388,67.07493,170.838,0,0,613.8664528,,,
3.184,68,341.80098,67.09586,170.838,0,0,660.7395342,,,
3.188,68,341.84037,67.11776,170.838,0,0,688.078083,,,
3.192,68,341.88105,67.13975,170.838,0,0,695.6227096,,,
3.196,68,341.92204,67.16076,170.838,0,0,682.8911929,,,
3.2,68,341.96235,67.17965,170.838,0,0,649.1086407,,,
3.204,68,342.00075,67.19548,170.838,0,0,593.7243008,,,
3.208,68,342.03648,67.20798,170.838,0,0,546.4877727,,,
3.212,68,342.07039,67.21761,170.838,0,0,511.0160688,,,
3.216,68,342.10288,67.2246,170.838,0,0,487.0657298,,,
3.22,68,342.13431,67.22914,170.838,0,0,468.3285866,,,
3.224,68,342.16495,67.23135,170.838,0,0,454.3168192,,,
3.228,68,342.19501,67.23131,170.838,0,0,447.3946781,,,
3.232,68,342.2246,67.22906,170.838,0,0,445.5634789,,,
3.236,68,342.25402,67.22456,170.838,0,0,447.5025673,,,
3.24,68,342.28314,67.21781,170.838,0,0,449.973251,,,
3.244,68,342.31208,67.20874,170.838,0,0,459.9207829,,,
3.248,68,342.34086,67.19732,170.838,0,0,469.1984839,,,
3.252,69,342.36935,67.18354,170.838,0,0,481.0013582,,,
3.256,69,342.39753,67.16733,170.838,0,0,494.8181986,,,
3.26,69,342.4253,67.14862,170.838,0,0,510.2199389,,,
3.264,69,342.45245,67.12727,170.838,0,0,525.1942214,,,
3.268,70,342.47835,67.10346,170.838,0,0,527.9807314,,,
3.272,70,342.50209,67.07788,170.838,0,0,517.3606945,,,
3.276,70,342.52317,67.05115,170.838,0,0,506.2458127,,,
3.28,71,342.54179,67.0231,170.838,0,0,504.7995059,,,
3.284,71,342.55812,66.99348,170.838,0,0,512.2020339,,,
3.288,71,342.57236,66.96185,170.838,0,0,530.4100149,,,
3.292,71,342.58477,66.92778,170.838,0,0,559.3313671,,,
3.296,71,342.59574,66.89085,170.838,0,0,597.8032246,,,
3.3,71,342.60573,66.85069,170.838,0,0,645.5785649,,,
3.304,71,342.61525,66.80681,170.838,0,0,703.3584297,,,
3.308,71,342.62476,66.75863,170.838,0,0,771.3949663,,,
3.312,71,342.6347,66.70559,170.838,0,0,849.2373807,,,
3.316,71,342.64548,66.6471,170.838,0,0,936.515447,,,
3.32,74,342.65731,66.58257,170.838,0,0,1033.483991,,,
3.324,74,342.67028,66.51132,170.838,0,0,1140.761583,,,
3.328,74,342.68445,66.43268,170.838,0,0,1257.874856,,,
3.332,74,342.69981,66.34602,170.838,0,0,1383.543257,,,
3.336,74,342.7163,66.25113,170.838,0,0,1503.969569,,,
3.34,74,342.73366,66.1486,170.838,0,0,1614.271129,,,
3.344,74,342.75167,66.03904,170.838,0,0,1715.081931,,,
3.348,74,342.77009,65.92304,170.838,0,0,1807.000383,,,
3.352,74,342.7887,65.80117,170.838,0,0,1889.857742,,,
3.356,74,342.80727,65.67405,170.838,0,0,1962.696974,,,
3.36,74,342.82558,65.54229,170.838,0,0,2026.34129,,,
3.364,74,342.8434,65.40652,170.838,0,0,2079.981838,,,
3.368,74,342.86051,65.26741,170.838,0,0,2122.964659,,,
3.372,74,342.87669,65.12566,170.838,0,0,2155.705352,,,
